"term","type","polarity"
"acomodadicas","adj",-1
"acomodadico","adj",-1
"acomodadicos","adj",-1
"acomodado","adj",-1
"acomodados","adj",-1
"acomodar","V",1
"acomodar-se","V",1
"acomodaticia","adj",0
"acomodaticias","adj",0
"acomodaticio","adj",0
"acomodaticios","adj",0
"acomodo","adj",1
"acompanhada","adj",0
"acompanhadas","adj",0
"acompanhado","adj",0
"acompanhador","adj",0
"acompanhadora","adj",0
"acompanhadoras","adj",0
"acompanhadores","adj",0
"acompanhados","adj",0
"acompanhante","adj",0
"acompanhantes","adj",0
"acompanhar","V",0
"acompanhavel","adj",1
"acompridar","V",0
"acomunar-se","V",1
"aconchavar","V",0
"aconchavar-se","V",1
"aconchegada","adj",1
"aconchegadas","adj",1
"aconchegado","adj",1
"aconchegados","adj",1
"aconchegante","adj",1
"aconchegar","V",0
"aconchegar-se","V",1
"acondicionar","V",1
"acondicionar-se","V",1
"acondimentar","V",1
"acondutar","V",0
"aconselhar","V",0
"aconselhar-se","V",1
"acontecer","V",0
"acoplada","adj",0
"acopladas","adj",0
"acoplado","adj",0
"acoplados","adj",0
"acorado","adj",1
"acorcoar","V",0
"acordada","adj",0
"acordadas","adj",0
"acordado","adj",0
"acordados","adj",0
"acordar","V",1
"acordar com o rabo para o ar","IDIOM",-1
"acordar com os pes de fora","IDIOM",-1
"acorde","adj",1
"acordes","adj",1
"acorocoar","V",0
"acorocoar-se","V",1
"acorrentada","adj",-1
"acorrentadas","adj",-1
"acorrentado","adj",-1
"acorrentados","adj",-1
"acorrentar","V",1
"acorrentar-se","V",1
"acorrer","V",0
"acossada","adj",-1
"acossadas","adj",-1
"acossado","adj",-1
"acossados","adj",-1
"acossar","V",0
"acostar","V",0
"acostumada","adj",0
"acostumadas","adj",0
"acostumado","adj",0
"acostumados","adj",0
"acostumar","V",1
"acostumar-se","V",1
"acotar","V",1
"acotovelar","V",0
"acoucar","V",1
"acougueira","adj",-1
"acougueiras","adj",-1
"acougueiro","adj",-1
"acougueiros","adj",-1
"acoutar","V",-1
"acovar","V",0
"acovardar","V",1
"acravar","V",0
"acre","adj",-1
"acreditada","adj",1
"acreditadas","adj",1
"acreditado","adj",1
"acreditados","adj",1
"acreditar","V",0
"acreditaveis","adj",0
"acreditavel","adj",0
"acres","adj",-1
"acrescentada","adj",1
"acrescentadas","adj",1
"acrescentado","adj",1
"acrescentados","adj",1
"acrescentar","V",1
"acrescer","V",1
"acriancada","adj",-1
"acriancadas","adj",-1
"acriancado","adj",-1
"acriancados","adj",-1
"acrimonia","adj",-1
"acrimoniar","V",1
"acrisolada","adj",0
"acrisoladas","adj",0
"acrisolado","adj",0
"acrisolados","adj",0
"acrisolar","V",0
"acritica","adj",-1
"acriticas","adj",-1
"acritico","adj",-1
"acriticos","adj",-1
"activa","adj",1
"activas","adj",1
"activo","adj",1
"activos","adj",1
"actualista","adj",0
"actualistas","adj",0
"acucarada","adj",-1
"acucaradas","adj",-1
"acucarado","adj",-1
"acucarados","adj",-1
"acudir","V",0
"acular","V",0
"aculturada","adj",-1
"aculturadas","adj",-1
"aculturado","adj",-1
"aculturados","adj",-1
"acuminado","adj",1
"acumular","V",0
"acurada","adj",1
"acuradas","adj",1
"acurado","adj",1
"acurados","adj",1
"acurar","V",0
"acurtar","V",-1
"acurvar","V",0
"acusada","adj",-1
"acusadas","adj",-1
"acusado","adj",-1
"acusados","adj",-1
"acusar","V",0
"acutilante","adj",-1
"acutilantes","adj",-1
"acutissima","adj",0
"acutissimas","adj",0
"acutissimo","adj",0
"acutissimos","adj",0
"adamica","adj",-1
"adamicas","adj",-1
"adamico","adj",-1
"adamicos","adj",-1
"adaptada","adj",0
"adaptadas","adj",0
"adaptado","adj",0
"adaptados","adj",0
"adaptar","V",0
"adaptar-se","V",1
"adaptaveis","adj",1
"adaptavel","adj",1
"adargar","V",1
"adejar","V",0
"adelgacar","V",-1
"adelgadar","V",-1
"adelgar","V",-1
"adensar","V",0
"adentrar","V",1
"adepta","adj",1
"adeptas","adj",1
"adepto","adj",1
"adeptos","adj",1
"adequada","adj",1
"adequadas","adj",1
"adequado","adj",1
"adequados","adj",1
"adequar","V",0
"adequar-se","V",1
"aderecado","adj",1
"aderecar","V",0
"aderente","adj",1
"aderentes","adj",1
"adergar","V",1
"aderir","V",1
"adestrada","adj",1
"adestradas","adj",1
"adestrado","adj",1
"adestrados","adj",1
"adestrar","V",1
"adeusar","V",1
"adiafano","adj",-1
"adiantar","V",0
"adiantar-se","V",0
"adiar","V",0
"adicionado","adj",1
"adicionais","adj",0
"adicional","adj",0
"adicionar","V",1
"adicta","adj",1
"adictas","adj",1
"adicto","adj",1
"adictos","adj",1
"adida","adj",-1
"adidas","adj",-1
"adido","adj",-1
"adidos","adj",-1
"adinamizar","V",0
"adinheirado","adj",1
"adiposa","adj",-1
"adiposas","adj",-1
"adiposo","adj",-1
"adiposos","adj",-1
"adir","V",1
"aditado","adj",1
"aditar","V",1
"adivinhar","V",1
"adjacente","adj",0
"adjacentes","adj",1
"adjudicar","V",-1
"adjugar","V",1
"adjunta","adj",-1
"adjuntas","adj",-1
"adjunto","adj",-1
"adjuntos","adj",-1
"adjurar","V",0
"adminicular","V",1
"administrada","adj",0
"administradas","adj",0
"administrado","adj",0
"administrador","adj",1
"administradora","adj",1
"administradoras","adj",1
"administradores","adj",1
"administrados","adj",0
"administrar","V",0
"admirada","adj",-1
"admiradas","adj",-1
"admirado","adj",-1
"admirados","adj",-1
"admiranda","adj",-1
"admirandas","adj",-1
"admirando","adj",-1
"admirandos","adj",-1
"admirar","V",1
"admirar-se","V",1
"admiraveis","adj",1
"admiravel","adj",1
"admitida","adj",0
"admitidas","adj",0
"admitido","adj",0
"admitidos","adj",0
"admitir","V",1
"admoestador","adj",-1
"admoestadora","adj",-1
"admoestadoras","adj",-1
"admoestadores","adj",-1
"admoestar","V",0
"adnumerar","V",1
"adocar","V",0
"adoentada","adj",-1
"adoentadas","adj",-1
"adoentado","adj",-1
"adoentados","adj",-1
"adoidar","V",1
"adolescente","adj",0
"adolescentes","adj",0
"adomar","V",0
"adomesticar","V",1
"adorada","adj",1
"adoradas","adj",1
"adorado","adj",1
"adorados","adj",1
"adoranda","adj",1
"adorandas","adj",1
"adorando","adj",1
"adorandos","adj",1
"adorar","V",1
"adoraveis","adj",1
"adoravel","adj",1
"adormecente","adj",-1
"adormecer","V",0
"adormecida","adj",-1
"adormecidas","adj",-1
"adormecido","adj",-1
"adormecidos","adj",-1
"adormentar","V",-1
"adormir","V",0
"adornada","adj",-1
"adornadas","adj",-1
"adornado","adj",-1
"adornados","adj",-1
"adornar","V",0
"adotada","adj",-1
"adotadas","adj",-1
"adotado","adj",-1
"adotados","adj",-1
"adotar","V",0
"adotiva","adj",0
"adotivas","adj",0
"adotivo","adj",0
"adotivos","adj",0
"adoudar","V",1
"adoutrinar","V",1
"adquirir","V",0
"adregar","V",1
"adscrever","V",0
"adscrito","adj",1
"adstringir","V",-1
"adstrita","adj",-1
"adstritas","adj",-1
"adstrito","adj",-1
"adstritos","adj",-1
"adubada","adj",1
"adubadas","adj",1
"adubado","adj",1
"adubados","adj",1
"adubar","V",1
"adubiar","V",0
"adulador","adj",-1
"aduladora","adj",-1
"aduladoras","adj",-1
"aduladores","adj",-1
"adular","V",1
"adulta","adj",0
"adultas","adj",0
"adultera","adj",-1
"adulterada","adj",0
"adulteradas","adj",0
"adulterado","adj",0
"adulterador","adj",-1
"adulteradora","adj",-1
"adulteradoras","adj",-1
"adulteradores","adj",-1
"adulterados","adj",0
"adulterar","V",-1
"adulterar-se","V",1
"adulteras","adj",-1
"adulterina","adj",-1
"adulterinas","adj",-1
"adulterino","adj",-1
"adulterinos","adj",-1
"adulterio","N",-1
"adultero","adj",-1
"adulteros","adj",-1
"adulto","adj",0
"adultos","adj",0
"adumbrar","V",1
"adunar","V",1
"adunar-se","V",1
"adurir","V",0
"aduzir","V",1
"adventicia","adj",-1
"adventicias","adj",-1
"adventicio","adj",-1
"adventicios","adj",-1
"adventista","adj",0
"adventistas","adj",0
"adverbar","V",1
"adversa","adj",-1
"adversar","V",1
"adversaria","adj",-1
"adversarias","adj",-1
"adversario","adj",-1
"adversarios","adj",-1
"adversas","adj",-1
"adverso","adj",-1
"adversos","adj",-1
"advertida","adj",-1
"advertidas","adj",-1
"advertido","adj",-1
"advertidos","adj",-1
"advertir","V",0
"advertir-se","V",0
"advir","V",0
"advogar","V",0
"aerea","adj",0
"aereas","adj",0
"aereo","adj",0
"aereos","adj",0
"afabilidade","N",1
"afadigador","adj",-1
"afadigar","V",-1
"afadigoso","adj",-1
"afagar","V",1
"afainado","adj",1
"afalcoar","V",0
"afamada","adj",1
"afamadas","adj",1
"afamado","adj",1
"afamados","adj",1
"afamar-se","V",1
"afanada","adj",-1
"afanadas","adj",-1
"afanado","adj",-1
"afanados","adj",-1
"afanar","V",0
"afaquear","V",1
"afarelar","V",1
"afasia","N",-1
"afasica","adj",-1
"afasicas","adj",-1
"afasico","adj",-1
"afasicos","adj",-1
"afastada","adj",-1
"afastadas","adj",1
"afastado","adj",-1
"afastados","adj",-1
"afastar","V",-1
"afastar-se","V",-1
"afatiar","V",1
"afaveis","adj",1
"afavel","adj",1
"afazer","V",1
"afazer-se","V",1
"afecta","adj",0
"afectada","adj",-1
"afectadas","adj",-1
"afectado","adj",-1
"afectados","adj",-1
"afectar","V",0
"afectas","adj",0
"afectiva","adj",1
"afectivas","adj",1
"afectividade","N",1
"afectivo","adj",1
"afectivos","adj",1
"afecto","adj",0
"afectos","adj",0
"afectuosa","adj",1
"afectuosas","adj",1
"afectuoso","adj",1
"afectuosos","adj",1
"afeiar","V",1
"afeicoada","adj",1
"afeicoadas","adj",1
"afeicoado","adj",1
"afeicoados","adj",1
"afeicoar","V",0
"afeicoar-se","V",1
"afeita","adj",0
"afeitas","adj",0
"afeito","adj",0
"afeitos","adj",0
"afelear","V",-1
"afeminada","adj",-1
"afeminadas","adj",-1
"afeminado","adj",-1
"afeminados","adj",-1
"aferar","V",-1
"aferida","adj",0
"aferidas","adj",0
"aferido","adj",0
"aferidos","adj",0
"aferir","V",0
"aferrada","adj",0
"aferradas","adj",0
"aferrado","adj",0
"aferrados","adj",0
"aferrar","V",0
"aferrar-se","V",0
"aferrenhar-se","V",1
"aferretoar","V",-1
"aferroar","V",-1
"aferrolhar","V",0
"afervorar","V",0
"afervorar-se","V",1
"afetada","adj",-1
"afetadas","adj",-1
"afetado","adj",-1
"afetados","adj",-1
"afetar","V",0
"afetiva","adj",1
"afetivas","adj",1
"afetivel","adj",1
"afetividade","N",1
"afetivo","adj",1
"afetivos","adj",1
"afeto","N",1
"afetuar-se","V",1
"afetuosa","adj",1
"afetuosas","adj",1
"afetuoso","adj",1
"afetuosos","adj",1
"afiada","adj",-1
"afiadas","adj",-1
"afiado","adj",-1
"afiador","adj",-1
"afiados","adj",-1
"afiancar","V",-1
"afiar","V",0
"afidalgada","adj",0
"afidalgadas","adj",0
"afidalgado","adj",0
"afidalgados","adj",0
"afidalgar","V",0
"afigurar","V",1
"afigurar-se","V",0
"afilada","adj",0
"afiladas","adj",0
"afilado","adj",0
"afilados","adj",0
"afilar","V",0
"afilhada","adj",0
"afilhadas","adj",0
"afilhado","adj",0
"afilhados","adj",0
"afim","adj",0
"afinada","adj",1
"afinadas","adj",1
"afinado","adj",1
"afinados","adj",1
"afinar","V",1
"afincada","adj",0
"afincadas","adj",0
"afincado","adj",0
"afincados","adj",0
"afincar","V",0
"afincar-se","V",1
"afins","adj",0
"afirmar","V",1
"afirmativa","adj",1
"afirmativas","adj",1
"afirmativo","adj",1
"afirmativos","adj",1
"afitar","V",0
"afixa","adj",1
"afixar","V",0
"afixas","adj",1
"afixo","adj",1
"afixos","adj",1
"aflar","V",1
"aflechar","V",-1
"afleumar","V",1
"aflicao","N",-1
"afligida","adj",-1
"afligidas","adj",-1
"afligido","adj",-1
"afligidos","adj",-1
"afligir","V",-1
"afligir-se","V",-1
"aflita","adj",-1
"aflitas","adj",-1
"aflitiva","adj",-1
"aflitivas","adj",-1
"aflitivo","adj",-1
"aflitivos","adj",-1
"aflito","adj",-1
"aflitos","adj",-1
"aflorar","V",0
"afluente","adj",1
"afluentes","adj",1
"afluir","V",1
"afobada","adj",-1
"afobadas","adj",-1
"afobado","adj",-1
"afobados","adj",-1
"afofar","V",1
"afogada","adj",-1
"afogadas","adj",-1
"afogado","adj",-1
"afogados","adj",-1
"afogar","V",0
"afogar as magoas","IDIOM",-1
"afogar-se","V",1
"afogar-se em pouca agua","IDIOM",-1
"afogueada","adj",0
"afogueadas","adj",0
"afogueado","adj",0
"afogueados","adj",0
"afoguear","V",0
"afoguear-se","V",1
"afoita","adj",-1
"afoitar","V",0
"afoitas","adj",-1
"afoiteza","N",1
"afoito","adj",-1
"afoitos","adj",-1
"afolhear","V",0
"aforar","V",-1
"aformosar","V",0
"aformoseado","adj",1
"aformosear","V",0
"aformosentar","V",0
"aforrar","V",-1
"afortalecer","V",1
"afortalezar","V",1
"afortunada","adj",1
"afortunadas","adj",1
"afortunado","adj",1
"afortunados","adj",1
"afoutar","V",0
"afouto","adj",1
"afracar","V",0
"afrancesada","adj",0
"afrancesadas","adj",0
"afrancesado","adj",0
"afrancesados","adj",0
"afrentar","V",0
"afrescar","V",1
"africanos","adj",1
"afroixar","V",0
"afroixar-se","V",1
"afrontada","adj",-1
"afrontadas","adj",-1
"afrontado","adj",-1
"afrontados","adj",-1
"afrontar","V",-1
"afrontosa","adj",-1
"afrontosas","adj",-1
"afrontoso","adj",-1
"afrontosos","adj",-1
"afrouxar","V",0
"afrouxar-se","V",0
"afugentar","V",0
"afuleimar","V",1
"afumear","V",1
"afumegar","V",1
"afundada","adj",-1
"afundadas","adj",-1
"afundado","adj",-1
"afundados","adj",-1
"afundanco","N",-1
"afundar","V",1
"afundar-se","V",-1
"afundir","V",0
"afunilado","adj",1
"afunilar","V",0
"afuroar","V",1
"afutricar","V",1
"afuzilar","V",1
"agachada","adj",-1
"agachadas","adj",-1
"agachado","adj",-1
"agachados","adj",-1
"agachar","V",0
"agadanhar","V",0
"agafanhar","V",0
"agalanado","adj",1
"agalegado","adj",-1
"agaloar","V",0
"agarotada","adj",-1
"agarotadas","adj",-1
"agarotado","adj",-1
"agarotados","adj",-1
"agarrada","adj",-1
"agarradas","adj",-1
"agarradico","adj",-1
"agarrado","adj",-1
"agarrados","adj",-1
"agarrar","V",0
"agarrar a oportunidade","IDIOM",1
"agarrar a oportunidade com unhas e dentes","IDIOM",1
"agarrar o touro pelos cornos","IDIOM",1
"agarrar-se","V",1
"agarrar-se ao poder","IDIOM",-1
"agasalhada","adj",0
"agasalhadas","adj",0
"agasalhado","adj",0
"agasalhados","adj",0
"agasalhar","V",0
"agastada","adj",-1
"agastadas","adj",-1
"agastadica","adj",-1
"agastadicas","adj",-1
"agastadico","adj",-1
"agastadicos","adj",-1
"agastado","adj",-1
"agastados","adj",-1
"agastar","V",-1
"agastar-se","V",-1
"agatanhar","V",0
"agaturrar","V",0
"ageis","adj",1
"agenciar","V",0
"agermanar","V",1
"agermanar-se","V",1
"agigantada","adj",-1
"agigantadas","adj",-1
"agigantado","adj",-1
"agigantados","adj",-1
"agigantar","V",1
"agigantear","V",1
"agil","adj",1
"agilidade","N",1
"agiota","adj",-1
"agiotar","V",0
"agiotas","adj",-1
"agir","V",1
"agir de boa-fe","IDIOM",1
"agir de ma-fe","IDIOM",-1
"agitada","adj",-1
"agitadas","adj",-1
"agitado","adj",-1
"agitador","adj",-1
"agitadora","adj",-1
"agitadoras","adj",-1
"agitadores","adj",-1
"agitados","adj",-1
"agitar","V",1
"aglomerada","adj",0
"aglomeradas","adj",0
"aglomerado","adj",0
"aglomerados","adj",0
"aglomerar","V",0
"aglomerar-se","V",1
"aglutinante","adj",-1
"aglutinantes","adj",-1
"aglutinar","V",0
"agnostica","adj",0
"agnosticas","adj",0
"agnostico","adj",0
"agnosticos","adj",0
"agoirar","V",1
"agoirenta","adj",-1
"agoirentas","adj",-1
"agoirento","adj",-1
"agoirentos","adj",-1
"agonia","N",-1
"agoniada","adj",-1
"agoniadas","adj",-1
"agoniado","adj",-1
"agoniados","adj",-1
"agoniante","adj",-1
"agoniantes","adj",-1
"agoniar","V",-1
"agonizante","adj",-1
"agonizantes","adj",-1
"agonizar","V",-1
"agourar","V",1
"agoureira","adj",-1
"agoureiras","adj",-1
"agoureiro","adj",-1
"agoureiros","adj",-1
"agourenta","adj",-1
"agourentas","adj",-1
"agourento","adj",-1
"agourentos","adj",-1
"agraciada","adj",0
"agraciadas","adj",0
"agraciado","adj",0
"agraciados","adj",0
"agradada","adj",1
"agradadas","adj",1
"agradado","adj",1
"agradados","adj",1
"agradar","V",1
"agradar-se","V",1
"agradaveis","adj",1
"agradavel","adj",1
"agradecer","V",0
"agradecida","adj",-1
"agradecidas","adj",-1
"agradecido","adj",-1
"agradecidos","adj",-1
"agrado","N",1
"agravada","adj",-1
"agravadas","adj",-1
"agravado","adj",-1
"agravados","adj",-1
"agravante","adj",1
"agravar","V",0
"agravar-se","V",1
"agravoso","adj",-1
"agre","adj",-1
"agredir","V",-1
"agregada","adj",0
"agregadas","adj",0
"agregado","adj",0
"agregados","adj",0
"agregar","V",1
"agregar-se","V",1
"agremiar","V",0
"agremiar-se","V",1
"agres","adj",-1
"agressiva","adj",-1
"agressivas","adj",-1
"agressividade","N",-1
"agressivo","adj",-1
"agressivos","adj",-1
"agressor","adj",-1
"agressora","adj",-1
"agressoras","adj",-1
"agressores","adj",-1
"agreste","adj",-1
"agrestes","adj",-1
"agricultar","V",0
"agricultor","adj",-1
"agricultoras","adj",-1
"agricultores","adj",-1
"agrilhoada","adj",-1
"agrilhoadas","adj",-1
"agrilhoado","adj",-1
"agrilhoados","adj",-1
"agrilhoar","V",-1
"agrimonia","adj",-1
"agro","adj",-1
"agror","adj",-1
"agrosseirada","adj",-1
"agrosseiradas","adj",-1
"agrosseirado","adj",-1
"agrosseirados","adj",-1
"agrupada","adj",-1
"agrupadas","adj",-1
"agrupado","adj",-1
"agrupados","adj",-1
"agrupar","V",0
"agrupar-se","V",1
"agrura","adj",-1
"aguada","adj",-1
"aguadas","adj",-1
"aguado","adj",-1
"aguados","adj",-1
"aguar","V",1
"aguardada","adj",0
"aguardadas","adj",0
"aguardado","adj",0
"aguardados","adj",0
"aguardar","V",0
"aguaritar","V",0
"agucada","adj",-1
"agucadas","adj",-1
"agucado","adj",-1
"agucados","adj",-1
"agucar","V",0
"aguda","adj",0
"agudar","V",0
"agudas","adj",0
"agudissima","adj",0
"agudissimas","adj",0
"agudissimo","adj",0
"agudissimos","adj",0
"agudo","adj",0
"agudos","adj",0
"aguentar","V",0
"aguentar-se","V",1
"aguentar-se bem","IDIOM",1
"aguerrida","adj",0
"aguerridas","adj",0
"aguerrido","adj",0
"aguerridos","adj",0
"aguilhar","V",-1
"aguilhoar","V",-1
"agulhar","V",-1
"aiar","V",0
"airosa","adj",1
"airosas","adj",1
"airoso","adj",1
"airosos","adj",1
"aiva","adj",-1
"ajaezado","adj",1
"ajaezar","V",0
"ajanotada","adj",0
"ajanotadas","adj",0
"ajanotado","adj",0
"ajanotados","adj",0
"ajarretar","V",-1
"ajaular","V",0
"ajeitar","V",1
"ajeitar-se","V",1
"ajoeirar","V",0
"ajoelhada","adj",-1
"ajoelhadas","adj",-1
"ajoelhado","adj",-1
"ajoelhados","adj",-1
"ajoujada","adj",-1
"ajoujadas","adj",-1
"ajoujado","adj",-1
"ajoujados","adj",-1
"ajoujar","V",0
"ajoujar-se","V",1
"ajudada","adj",1
"ajudadas","adj",1
"ajudado","adj",1
"ajudados","adj",1
"ajudante","adj",-1
"ajudantes","adj",-1
"ajudar","V",0
"ajuizada","adj",1
"ajuizadas","adj",1
"ajuizado","adj",1
"ajuizados","adj",1
"ajuizar","V",1
"ajuizar-se","V",1
"ajuntado","adj",1
"ajuntar","V",1
"ajuntar-se","V",1
"ajustada","adj",-1
"ajustadas","adj",-1
"ajustado","adj",-1
"ajustados","adj",-1
"ajustar","V",1
"ajustar-se","V",1
"alabarar","V",-1
"alabastrino","adj",1
"alabregado","adj",-1
"alacre","adj",1
"alada","adj",1
"aladas","adj",1
"aladeirado","adj",-1
"alado","adj",1
"alados","adj",1
"alagar","V",0
"alambicar","V",0
"alancear","V",-1
"alanhar","V",0
"alanzoar","V",0
"alapada","adj",-1
"alapadas","adj",-1
"alapado","adj",-1
"alapados","adj",-1
"alar","V",0
"alardar","V",0
"alardar-se","V",0
"alardear","V",0
"alardear-se","V",0
"alargar","V",0
"alargar-se","V",1
"alarmante","adj",-1
"alarmantes","adj",-1
"alarmar","V",1
"alarmismo","N",-1
"alarmista","adj",-1
"alarmistas","adj",-1
"alarvado","adj",-1
"alarvajado","adj",-1
"alarve","adj",-1
"alarvejado","adj",-1
"alarves","adj",-1
"alarvice","N",-1
"alastrar","V",0
"alastrar-se","V",1
"albergar","V",0
"albigense","adj",0
"albigenses","adj",0
"albina","adj",-1
"albinas","adj",-1
"albino","adj",-1
"albinos","adj",-1
"alborcar","V",-1
"alborotar","V",0
"alcachinar","V",0
"alcaguetar","V",1
"alcancar","V",0
"alcandorada","adj",0
"alcandoradas","adj",0
"alcandorado","adj",0
"alcandorados","adj",0
"alcantilado","adj",-1
"alcantiloso","adj",-1
"alcar","V",0
"alcar-se","V",1
"alcatifar","V",1
"alcear","V",0
"alcofar","V",1
"alcoolatra","adj",-1
"alcoolatras","adj",-1
